age,gender,height_cm,weight_kg,discipline,session_type,duration_minutes,intensity,distance_m,effort_count,target_calories
15,Female,160.7,51.2,800m Run,Competition,58,Medium,9439,17,2251
19,Male,185.4,65.5,200m Sprint,Training,115,Medium,8315,17,3561
30,Male,169.6,51.3,Shot Put,Competition,55,High,14259,14,2940
29,Female,185.9,56.5,200m Sprint,Training,133,Low,12631,14,2528
16,Male,158.1,109.2,400m Sprint,Competition,56,Medium,1874,17,3834
23,Male,162.9,73.9,Discus,Training,33,High,8715,8,3108
21,Male,193.5,79.6,100m Sprint,Recovery,142,Low,3123,2,3136
18,Male,165.2,101.8,High Jump,Training,102,High,4224,13,5087
34,Male,192.7,109.7,100m Sprint,Training,92,High,5254,16,5591
32,Male,167.6,82.9,Javelin,Recovery,121,High,14992,16,4171
35,Female,183.9,97.8,Shot Put,Recovery,100,Low,3198,6,2935
18,Male,186.2,66.3,Javelin,Competition,102,Medium,10977,4,3434
27,Male,178.1,64.9,Javelin,Competition,63,Medium,7082,3,2987
15,Female,168.7,71.2,100m Sprint,Competition,87,High,10310,6,3806
38,Female,164.6,88.7,1500m Run,Training,67,High,14608,4,3662
17,Female,156.5,89.3,High Jump,Competition,76,Low,1210,18,2754
30,Female,168.7,65.5,400m Sprint,Training,94,High,9218,6,3268
36,Female,184.4,53.7,Shot Put,Training,41,High,5404,5,2522
18,Female,197.2,86.1,Triple Jump,Competition,65,High,4117,9,3898
39,Female,194.2,53.3,400m Sprint,Competition,30,Medium,12453,11,2304
37,Male,189.5,82.6,1500m Run,Training,50,High,5429,6,4001
39,Male,190.5,90.1,High Jump,Recovery,139,Medium,13788,16,3793
30,Female,184.9,90.5,Hammer,Recovery,75,Low,8689,19,2601
40,Male,166.7,94.0,800m Run,Training,57,Low,12721,11,2744
33,Male,195.8,101.7,1500m Run,Competition,40,Medium,10997,15,3872
15,Male,185.2,77.5,400m Sprint,Training,129,Medium,14569,9,4228
19,Female,180.2,92.5,Shot Put,Training,113,Medium,13124,19,3935
33,Female,160.0,85.2,Discus,Competition,27,Medium,9885,19,2701
36,Male,175.1,57.1,Shot Put,Recovery,91,High,4758,9,3278
38,Female,175.7,46.7,High Jump,Training,138,Medium,8182,4,2421
25,Male,193.9,63.5,Discus,Recovery,53,Medium,8916,10,2819
27,Male,179.6,73.8,200m Sprint,Recovery,124,Medium,375,9,3410
34,Male,172.1,85.1,High Jump,Competition,106,High,7413,19,4541
19,Male,199.0,100.2,High Jump,Training,83,High,4398,15,4981
35,Female,160.0,57.8,Javelin,Training,21,High,10644,19,2322
18,Female,174.0,53.2,1500m Run,Recovery,128,Low,3859,2,2278
18,Female,156.9,107.6,Shot Put,Recovery,45,High,1686,10,3420
18,Male,188.3,52.0,Hammer,Competition,102,Medium,12995,19,3064
18,Female,196.3,76.1,Javelin,Recovery,126,High,5012,17,4047
34,Male,167.6,83.1,400m Sprint,Competition,88,High,14356,20,4255
35,Female,193.6,80.2,800m Run,Training,116,Medium,256,2,3704
32,Male,168.1,50.6,100m Sprint,Competition,49,High,12686,19,2960
32,Male,196.0,48.7,Long Jump,Recovery,27,Low,3600,17,2204
30,Male,188.9,51.9,800m Run,Training,57,High,50,18,3378
23,Female,191.2,83.1,100m Sprint,Competition,100,Low,6590,17,3102
32,Female,155.8,80.4,200m Sprint,Training,127,Low,7437,2,2705
36,Female,198.3,60.2,400m Sprint,Competition,84,Low,594,19,2471
16,Female,187.7,86.5,Shot Put,Recovery,86,Medium,13105,1,3413
35,Male,168.7,98.3,Triple Jump,Recovery,109,High,4731,11,4650
18,Female,192.3,47.7,High Jump,Training,114,Low,3873,10,2370
26,Female,167.7,77.4,Javelin,Training,91,Low,11628,5,2543
21,Male,194.3,89.8,Hammer,Training,62,High,9264,16,4167
29,Male,160.1,61.4,800m Run,Competition,65,Medium,5748,5,2833
21,Male,186.7,65.0,100m Sprint,Recovery,144,Medium,5237,12,3541
36,Female,179.3,84.9,Triple Jump,Training,58,Low,1476,4,2594
40,Male,159.3,103.4,800m Run,Training,70,Medium,4870,6,3607
35,Male,165.9,97.6,400m Sprint,Training,23,High,8032,19,3632
31,Male,155.6,82.9,Shot Put,Competition,140,Medium,3020,9,3918
30,Female,176.1,92.5,Discus,Training,99,High,6066,12,4101
33,Male,168.6,68.7,800m Run,Training,96,Low,8053,15,2519
23,Female,181.9,86.7,800m Run,Competition,74,High,9856,16,4296
28,Female,168.4,75.3,Shot Put,Competition,39,Low,12684,13,2194
31,Male,168.5,57.3,Hammer,Training,53,High,10922,7,3114
19,Male,188.4,90.6,Javelin,Training,141,High,9587,20,5205
16,Female,157.2,81.2,Hammer,Competition,128,Medium,8066,4,3583
34,Male,195.6,68.3,200m Sprint,Recovery,145,High,12089,11,4283
30,Male,193.4,104.2,Hammer,Competition,73,Low,13408,8,3297
28,Female,185.1,46.4,1500m Run,Recovery,108,High,8167,6,3024
28,Female,181.7,65.5,800m Run,Training,72,Low,12816,10,2343
15,Male,195.2,48.7,Shot Put,Training,69,Low,4780,7,2446
17,Female,163.3,94.8,Hammer,Recovery,91,High,4045,7,3657
40,Male,158.6,90.6,1500m Run,Competition,35,Medium,10852,4,2923
21,Male,165.8,66.5,Shot Put,Training,32,High,2233,3,3167
40,Male,190.8,88.9,Javelin,Recovery,39,High,8117,7,3622
29,Female,156.6,70.7,Shot Put,Competition,85,Medium,14550,4,2745
33,Male,181.2,94.2,200m Sprint,Recovery,66,Low,11514,13,2893
34,Male,199.8,74.5,Shot Put,Competition,141,High,6359,20,4870
16,Male,193.5,71.8,400m Sprint,Competition,73,Medium,14364,17,3678
33,Female,178.5,105.8,800m Run,Competition,25,Medium,4197,7,3149
23,Female,157.9,61.3,100m Sprint,Competition,33,Low,12410,17,2033
33,Female,192.4,52.8,100m Sprint,Recovery,105,Medium,10293,4,2649
19,Female,182.0,83.0,100m Sprint,Recovery,46,Low,9498,11,2582
32,Female,160.2,108.0,Shot Put,Recovery,26,High,9829,3,3157
30,Male,159.2,69.6,Javelin,Recovery,150,Medium,9332,11,3020
18,Female,195.9,49.0,Triple Jump,Recovery,21,High,615,3,2705
26,Female,185.1,67.1,1500m Run,Competition,99,Medium,12844,12,3261
21,Female,192.3,77.9,1500m Run,Training,79,Medium,12401,1,3417
28,Male,194.6,55.5,Shot Put,Training,43,High,1566,4,3058
37,Female,180.7,87.8,400m Sprint,Recovery,34,Medium,9168,14,2800
26,Female,178.3,109.9,400m Sprint,Recovery,114,High,12988,1,4637
17,Male,174.4,74.4,High Jump,Training,100,High,9508,14,4036
19,Female,169.3,68.1,Shot Put,Competition,37,Low,2339,13,2195
31,Male,174.6,71.0,Long Jump,Recovery,39,High,12548,13,3191
40,Male,189.8,52.5,200m Sprint,Competition,134,Low,8109,15,2545
24,Male,182.1,102.4,100m Sprint,Training,59,High,7374,17,4613
24,Male,195.2,72.0,200m Sprint,Training,58,Medium,6707,12,3312
25,Male,175.0,70.2,100m Sprint,Recovery,51,High,10288,14,3316
31,Female,182.3,87.9,Discus,Competition,143,Medium,13317,12,4020
19,Male,183.4,73.7,Discus,Recovery,127,Low,378,18,3044
27,Male,181.6,87.1,Shot Put,Training,46,Medium,3465,4,3289
24,Female,186.6,49.0,Discus,Competition,129,High,6005,14,3453
23,Male,165.7,97.9,Hammer,Recovery,116,Medium,2271,19,3859
31,Female,178.1,106.1,Triple Jump,Recovery,93,Low,9238,13,2977
15,Female,159.7,87.2,High Jump,Recovery,36,Medium,1007,18,2651
18,Female,172.3,107.0,400m Sprint,Training,68,Medium,6800,11,3716
18,Male,176.9,54.8,Triple Jump,Recovery,100,High,109,6,3330
32,Male,184.4,76.0,200m Sprint,Competition,135,High,2771,9,4897
23,Male,197.8,84.1,200m Sprint,Recovery,42,Medium,3883,12,3489
39,Female,182.0,82.8,Javelin,Training,117,Low,2600,19,2701
32,Male,188.5,71.1,Discus,Recovery,91,Medium,5518,14,3155
28,Male,177.8,67.0,400m Sprint,Training,76,Low,3243,15,2645
39,Male,183.5,53.2,High Jump,Training,105,Low,1005,11,2362
29,Female,158.2,70.5,100m Sprint,Competition,42,Low,12985,6,2187
20,Female,166.4,55.6,Triple Jump,Competition,124,Medium,305,14,2772
38,Male,171.3,92.7,Hammer,Recovery,86,Low,5701,3,2702
24,Male,176.3,58.6,High Jump,Training,53,Medium,14019,19,2740
29,Male,157.1,48.8,800m Run,Training,52,Low,958,20,1993
18,Male,161.3,80.9,1500m Run,Competition,65,Low,9145,11,2785
32,Female,167.5,83.7,Discus,Competition,100,Medium,5270,17,3349
32,Female,198.7,101.7,100m Sprint,Recovery,106,High,7595,17,4633
39,Female,169.9,82.5,800m Run,Training,34,High,10860,3,2968
31,Female,176.7,67.5,100m Sprint,Competition,142,Medium,3538,14,3486
26,Male,163.8,97.2,100m Sprint,Recovery,140,Medium,10869,7,3963
21,Male,182.5,80.1,Discus,Training,97,High,7020,19,4287
30,Male,167.6,50.2,100m Sprint,Training,85,High,1630,3,3030
25,Female,164.3,81.8,High Jump,Competition,58,High,9983,2,3511
28,Male,178.2,104.0,High Jump,Recovery,37,Medium,2603,17,3604
17,Female,155.2,70.8,800m Run,Competition,40,Low,10163,9,2129
33,Female,155.3,64.3,Hammer,Recovery,46,Medium,8258,6,2132
32,Male,164.9,54.3,200m Sprint,Training,21,High,13467,9,2728
24,Male,156.7,54.8,Hammer,Recovery,116,Low,9026,5,2329
20,Male,159.9,73.1,400m Sprint,Recovery,58,Medium,205,2,2797
27,Female,170.2,83.7,Triple Jump,Recovery,75,High,11025,15,3465
24,Male,191.1,50.2,Triple Jump,Recovery,126,Medium,12442,9,2992
32,Female,180.7,106.1,Javelin,Recovery,146,Low,9906,19,3204
40,Male,178.1,94.1,Javelin,Competition,32,High,9724,10,3483
34,Female,168.2,83.1,Long Jump,Recovery,145,Medium,5691,4,3215
40,Female,196.9,98.8,Discus,Recovery,75,Low,6141,10,2760
30,Male,172.9,50.2,Shot Put,Training,47,Low,3145,8,2045
39,Female,158.9,76.0,Javelin,Recovery,83,Medium,3120,13,2642
39,Female,182.8,86.0,Hammer,Training,90,Low,13778,7,2792
20,Male,160.1,98.9,Shot Put,Competition,138,High,6728,7,5175
27,Female,170.5,95.9,800m Run,Competition,119,Low,8899,4,3138
18,Male,177.8,63.0,Hammer,Recovery,60,Medium,6030,15,2753
37,Female,194.3,106.2,100m Sprint,Competition,23,High,178,12,3810
28,Male,177.2,53.1,100m Sprint,Recovery,107,Low,5167,16,2293
15,Male,186.6,101.9,Hammer,Competition,103,Low,13383,6,3455
34,Female,199.7,108.1,Discus,Recovery,65,High,112,9,3992
19,Female,160.9,56.5,1500m Run,Recovery,107,High,8948,3,3147
22,Female,167.4,91.9,200m Sprint,Training,26,Low,9088,8,2652
26,Female,172.8,47.6,Long Jump,Training,96,High,14214,7,2875
16,Female,174.0,71.4,High Jump,Training,112,Medium,11060,4,3404
26,Male,173.5,78.6,100m Sprint,Training,39,Low,8350,13,2560
19,Female,195.8,82.7,Long Jump,Recovery,97,Medium,8977,19,3413
36,Male,187.1,105.8,Triple Jump,Competition,46,Low,1803,7,3205
19,Male,182.4,88.7,Hammer,Recovery,139,Medium,10031,10,3831
27,Female,168.9,76.3,1500m Run,Training,44,Medium,11360,12,2739
23,Male,192.1,97.6,Hammer,Training,71,High,2298,3,4508
24,Male,198.0,106.8,High Jump,Competition,40,Low,12270,12,3337
15,Male,192.0,46.4,Discus,Training,37,High,1542,19,2998
17,Male,155.1,108.9,Long Jump,Recovery,58,High,7259,15,4033
32,Female,183.6,50.6,800m Run,Recovery,34,Low,12400,8,1901
26,Male,157.3,97.9,High Jump,Recovery,72,Medium,12546,12,3516
17,Female,166.6,63.2,Discus,Recovery,57,Low,2154,20,2150
40,Female,157.7,53.6,Shot Put,Recovery,71,Low,8766,6,1782
39,Male,182.2,73.6,Discus,Competition,91,Low,11230,10,2919
23,Female,185.9,86.9,Discus,Recovery,47,High,1381,2,3344
40,Female,160.2,69.8,High Jump,Training,137,Low,5902,13,2465
16,Female,172.3,48.5,Hammer,Training,54,Low,1222,7,1968
17,Male,175.5,84.0,1500m Run,Training,118,Low,10666,8,3247
28,Female,171.6,103.7,High Jump,Training,71,Medium,1501,16,3596
18,Female,160.4,69.9,400m Sprint,Competition,102,Medium,9050,11,3097
39,Female,173.9,59.1,200m Sprint,Training,67,Medium,3574,4,2433
33,Male,188.8,73.8,Javelin,Competition,41,Medium,3729,17,3055
27,Female,158.2,48.1,1500m Run,Training,142,High,11157,16,3089
21,Male,158.6,98.3,800m Run,Competition,146,High,7740,19,5799
26,Male,171.0,98.7,1500m Run,Competition,71,Low,3191,11,3245
17,Male,197.4,83.2,Triple Jump,Competition,98,High,9788,7,4595
37,Male,185.1,68.0,Hammer,Training,148,Medium,7476,13,3546
37,Male,185.5,97.0,800m Run,Competition,85,Low,1561,19,3389
23,Male,171.3,81.1,Shot Put,Recovery,83,Low,14962,17,2681
16,Female,181.7,98.7,High Jump,Recovery,27,Medium,2522,13,3264
36,Male,155.5,86.0,Discus,Training,44,Medium,10791,12,2806
23,Female,183.6,96.0,Hammer,Recovery,113,Medium,2391,7,3845
26,Female,196.1,83.9,High Jump,Recovery,34,High,2675,1,3382
26,Male,182.6,71.9,Triple Jump,Recovery,141,Low,2183,1,2729
29,Female,194.3,107.3,Hammer,Training,94,Medium,8468,20,4173
16,Female,187.6,80.2,Long Jump,Training,123,Low,14300,14,3014
32,Female,160.4,84.3,Triple Jump,Recovery,57,Low,12074,15,2408
27,Female,195.6,59.3,400m Sprint,Training,134,High,11796,11,3764
28,Male,158.0,85.7,Discus,Competition,58,Low,8066,9,2573
19,Female,179.0,82.2,Discus,Recovery,127,Medium,2078,17,3466
40,Male,161.4,57.0,100m Sprint,Training,36,Medium,4342,4,2567
24,Female,155.5,48.9,Long Jump,Training,137,Low,12698,20,2059
26,Female,174.0,84.3,100m Sprint,Recovery,58,Low,12269,19,2554
24,Male,168.3,94.6,Shot Put,Training,54,High,14362,7,3881
38,Female,176.9,79.0,200m Sprint,Recovery,70,Medium,12360,1,2862
25,Female,181.0,59.7,Javelin,Training,66,Medium,1120,9,2577
39,Female,157.0,88.3,200m Sprint,Competition,55,Low,12960,13,2467
16,Male,160.5,50.2,High Jump,Recovery,83,Low,13657,2,2214
19,Female,180.1,73.7,200m Sprint,Competition,114,Low,10715,2,2841
21,Male,170.4,55.6,Discus,Recovery,124,Medium,5419,15,2939
20,Female,187.8,57.0,Triple Jump,Training,32,Low,3370,17,2146
36,Male,184.4,58.1,Long Jump,Competition,131,High,12574,13,4101
37,Male,193.1,70.1,High Jump,Training,84,High,1908,7,3764
17,Female,186.2,48.3,High Jump,Recovery,27,Low,3520,9,2069
27,Female,174.3,70.9,Long Jump,Recovery,67,High,4307,12,3059
17,Male,185.3,78.3,Discus,Recovery,104,High,4496,3,4078
40,Male,167.4,76.4,Javelin,Recovery,62,High,4750,15,3172
39,Female,168.8,69.9,Shot Put,Recovery,104,High,11297,7,3232
38,Male,190.5,99.5,Shot Put,Competition,38,High,497,1,4056
35,Female,175.1,54.4,High Jump,Recovery,42,Medium,6991,14,2247
20,Female,190.9,77.9,Shot Put,Training,134,Low,3587,19,2791
25,Female,192.0,49.0,Discus,Competition,69,High,13639,16,2961
40,Female,193.6,49.6,400m Sprint,Training,62,Low,12385,10,2079
31,Male,196.2,82.3,400m Sprint,Recovery,118,High,2413,1,4357
24,Female,174.4,81.8,100m Sprint,Training,123,Medium,3800,5,3755
26,Male,169.3,102.1,1500m Run,Competition,135,Medium,8654,3,4467
31,Female,181.2,81.3,800m Run,Competition,70,High,6171,17,3839
18,Male,171.7,107.4,200m Sprint,Competition,125,High,10952,18,6000
16,Female,182.0,48.2,Shot Put,Training,131,High,3457,19,3259
25,Male,186.8,51.4,400m Sprint,Competition,91,Medium,8464,18,2955
21,Male,186.0,47.9,Triple Jump,Training,99,Medium,6969,16,2882
16,Female,171.9,57.0,Long Jump,Recovery,68,Low,1150,2,2110
40,Female,162.5,80.2,1500m Run,Recovery,66,Medium,14537,15,2794
32,Female,174.4,87.0,100m Sprint,Training,91,High,7454,13,4163
35,Female,161.4,48.0,800m Run,Competition,26,Low,14785,13,1715
18,Male,195.1,106.5,400m Sprint,Training,85,Medium,5207,16,4477
22,Female,170.6,99.7,100m Sprint,Training,96,Medium,11581,8,3807
34,Male,162.0,64.3,Hammer,Training,81,High,18,11,3170
28,Male,156.1,50.0,1500m Run,Recovery,57,Low,9808,8,2008
26,Female,184.1,56.0,Long Jump,Training,144,Medium,3178,10,2821
36,Male,183.7,53.3,200m Sprint,Recovery,103,Medium,5577,1,2666
35,Male,170.3,53.0,400m Sprint,Training,48,High,4081,12,2760
32,Male,158.2,78.7,Javelin,Recovery,133,Low,6454,9,2731
25,Male,173.4,61.0,Long Jump,Training,98,Low,8603,5,2410
22,Female,169.0,68.3,800m Run,Training,42,Low,8933,9,2241
16,Female,185.5,109.3,Shot Put,Competition,125,Low,2671,16,3505
39,Female,182.3,89.5,1500m Run,Competition,150,High,10971,18,5333
29,Female,171.4,106.7,800m Run,Training,120,Medium,14970,8,4326
23,Male,164.8,54.3,200m Sprint,Training,27,Medium,14833,11,2427
33,Male,199.5,69.8,Long Jump,Training,105,Low,6387,20,2838
34,Female,175.4,81.1,Discus,Training,136,Low,6833,19,2661
22,Female,186.0,50.0,200m Sprint,Competition,48,Low,2624,4,2091
39,Female,161.3,45.3,Hammer,Recovery,21,Medium,5499,20,1814
33,Male,176.9,88.6,High Jump,Training,132,Medium,514,10,4150
19,Female,156.2,86.7,400m Sprint,Competition,84,Low,206,13,2723
25,Female,177.7,71.7,Shot Put,Training,127,High,947,20,3980
29,Female,198.4,76.8,Javelin,Training,39,Medium,10633,14,2867
22,Male,172.3,72.0,1500m Run,Recovery,56,Medium,1828,2,3015
33,Male,156.8,46.6,Triple Jump,Training,91,Low,11790,4,2048
37,Male,156.4,66.8,Javelin,Training,46,High,6861,7,2937
22,Male,172.5,56.5,Long Jump,Recovery,142,Low,6094,19,2480
40,Male,162.2,51.4,Hammer,Recovery,64,Low,6345,17,1971
33,Male,156.1,107.2,Discus,Recovery,102,High,2167,16,4478
32,Male,189.0,84.0,Triple Jump,Recovery,139,High,13960,13,4323
24,Male,175.6,92.4,Javelin,Competition,84,High,7979,18,4287
21,Female,168.0,65.5,Hammer,Competition,44,Medium,5926,12,2429
23,Female,195.5,70.6,400m Sprint,Competition,46,Low,6532,1,2476
15,Male,160.2,60.4,400m Sprint,Training,125,Medium,5656,15,3305
33,Male,198.0,51.3,1500m Run,Recovery,63,High,5943,3,2936
19,Female,169.1,56.6,Javelin,Recovery,126,Medium,14569,6,2657
33,Male,195.0,96.8,Discus,Competition,55,High,9848,14,4481
15,Male,182.1,89.0,400m Sprint,Training,25,High,8793,6,3779
29,Male,192.2,80.6,Triple Jump,Training,28,Low,5439,1,2539
30,Female,199.3,75.9,Discus,Training,32,Low,8903,20,2505
37,Female,168.0,105.0,Hammer,Competition,60,Low,13269,6,2825
21,Female,198.3,49.7,Triple Jump,Training,147,Medium,1203,8,3015
40,Female,172.5,63.2,200m Sprint,Training,85,Low,7000,15,2225
26,Female,172.3,67.7,Hammer,Training,104,High,9583,14,3373
22,Male,170.3,95.9,800m Run,Recovery,43,Low,14411,16,2848
19,Female,179.4,109.5,Discus,Competition,63,Medium,10888,20,3845
24,Male,161.9,60.6,100m Sprint,Recovery,125,Low,14985,16,2394
35,Male,179.9,101.8,800m Run,Recovery,117,Low,6639,19,3261
19,Female,179.4,99.0,Hammer,Competition,79,Low,7689,1,2987
31,Female,189.3,59.6,Javelin,Recovery,28,Medium,11464,4,2358
40,Male,192.5,71.0,800m Run,Training,149,High,13117,10,4609
19,Male,174.8,71.6,Discus,Training,75,High,7513,20,3639
36,Male,168.6,108.6,Shot Put,Training,41,High,6626,18,4082
29,Female,166.7,56.8,400m Sprint,Training,100,Low,7386,2,2058
27,Female,163.8,96.9,200m Sprint,Competition,119,Low,3131,4,3196
15,Female,157.6,66.7,Shot Put,Recovery,32,Medium,7134,15,2390
25,Female,170.4,92.5,Shot Put,Recovery,90,High,3730,4,3669
37,Female,167.2,72.3,100m Sprint,Training,35,Low,2666,16,2119
15,Male,198.5,82.6,Long Jump,Training,64,Low,549,15,2978
25,Female,180.1,99.1,Discus,Recovery,84,Low,4741,18,2969
32,Male,170.6,97.3,Triple Jump,Competition,89,Medium,12174,7,3897
32,Male,181.1,101.3,400m Sprint,Recovery,118,High,1244,15,5144
35,Male,161.3,48.9,Javelin,Training,120,Medium,12078,11,2744
40,Female,175.0,90.0,Shot Put,Training,124,High,4012,19,4438
30,Female,183.2,54.1,200m Sprint,Competition,113,High,10741,8,3717
27,Female,177.0,72.0,Long Jump,Recovery,61,Low,11396,1,2193
21,Male,173.1,80.7,100m Sprint,Competition,102,Low,9037,3,3196
15,Male,199.7,71.2,High Jump,Competition,124,Low,6196,5,3156
40,Male,194.6,78.8,400m Sprint,Training,47,Low,4545,18,2724
30,Male,183.1,109.8,High Jump,Recovery,45,Low,6205,12,3063
15,Male,180.6,53.8,800m Run,Training,135,High,7190,12,3792
31,Male,182.9,88.9,Shot Put,Recovery,68,Low,8235,19,2893
20,Female,164.1,70.7,1500m Run,Training,20,Low,13869,9,2039
16,Female,172.8,53.6,400m Sprint,Training,111,Medium,658,11,2775
31,Female,156.8,55.3,Triple Jump,Recovery,77,Medium,13015,17,2185
20,Female,176.4,106.7,Long Jump,Recovery,98,High,6995,16,4602
28,Male,179.4,102.2,200m Sprint,Training,100,High,14382,4,5156
32,Male,165.2,104.0,400m Sprint,Recovery,45,Medium,12122,10,3134
20,Female,198.4,109.4,Triple Jump,Training,96,Medium,11059,15,4199
24,Male,195.9,58.5,Discus,Recovery,91,Low,13335,19,2436
38,Female,187.5,68.1,High Jump,Training,88,Low,5776,3,2461
32,Female,179.0,88.5,Discus,Training,25,High,14424,5,3102
23,Female,194.1,76.4,Long Jump,Training,42,Medium,5293,11,2920
22,Male,160.9,72.2,100m Sprint,Competition,73,High,11839,5,3963
24,Female,190.6,68.3,Shot Put,Recovery,106,Low,13430,7,2546
31,Female,160.6,83.6,400m Sprint,Training,30,High,10974,6,2940
37,Female,190.7,82.4,1500m Run,Competition,30,High,1691,13,3416
40,Male,167.4,55.5,High Jump,Training,96,High,10417,2,3156
20,Male,194.5,75.7,High Jump,Competition,31,Low,11258,19,2804
28,Female,197.5,81.0,400m Sprint,Training,72,High,14143,11,3930
36,Male,161.7,82.1,800m Run,Training,118,Low,10139,20,2840
36,Male,175.8,58.7,Discus,Competition,55,Medium,9557,5,2609
20,Male,199.1,93.2,High Jump,Competition,47,High,7735,9,4350
40,Male,176.8,46.6,Triple Jump,Recovery,121,High,3130,6,3090
21,Male,193.9,68.1,200m Sprint,Recovery,26,Low,7044,17,2582
26,Male,181.5,95.7,Shot Put,Competition,34,High,4533,19,3848
17,Male,171.9,81.7,High Jump,Recovery,43,Low,5547,8,2506
28,Male,167.9,62.0,Triple Jump,Competition,49,High,12713,7,3088
36,Male,164.1,90.2,Long Jump,Recovery,85,Medium,967,5,3196
33,Male,189.3,81.9,Long Jump,Training,80,Medium,1404,15,3689
37,Female,172.4,96.8,Shot Put,Recovery,97,Medium,8677,10,3293
30,Female,178.0,92.8,800m Run,Training,60,High,9947,16,3947
21,Male,177.2,84.7,Javelin,Training,101,High,3630,9,4365
22,Female,181.0,76.7,Javelin,Recovery,70,Medium,14795,7,2959
32,Female,194.0,53.7,1500m Run,Competition,114,Medium,2968,11,3064
39,Male,199.1,62.0,Shot Put,Training,32,Low,7269,9,2583
27,Male,173.3,72.2,100m Sprint,Training,109,Low,1579,17,2789
35,Male,192.2,84.0,800m Run,Recovery,101,Medium,10987,9,3757
23,Female,189.4,78.4,High Jump,Competition,28,Medium,5992,3,2900
24,Female,180.8,63.7,Javelin,Competition,67,High,50,8,3172
35,Male,198.0,45.4,Shot Put,Recovery,68,Medium,6452,19,2549
37,Male,164.0,77.3,Javelin,Competition,72,Low,5153,20,2608
23,Male,159.9,63.6,Hammer,Recovery,59,Low,9851,16,2237
29,Female,193.4,92.7,Discus,Recovery,126,Low,13900,7,3022
34,Female,174.8,46.6,Long Jump,Recovery,43,Low,6023,7,1813
16,Female,193.1,83.0,Hammer,Training,127,Low,14970,20,3296
39,Female,195.2,106.2,Triple Jump,Training,52,Low,4300,13,2982
27,Male,157.8,56.3,Shot Put,Training,42,Medium,2787,3,2352
16,Male,194.8,75.7,Discus,Recovery,96,Low,13381,12,2956
33,Male,175.2,50.9,800m Run,Training,73,Low,12820,8,2201
40,Male,178.0,85.7,100m Sprint,Training,72,Low,2155,13,3013
16,Female,183.2,80.8,Triple Jump,Training,68,Low,7019,20,2644
17,Female,196.7,71.5,200m Sprint,Recovery,97,Medium,5360,16,3241
20,Male,155.9,78.9,Javelin,Recovery,99,High,12538,7,3777
17,Male,176.5,103.3,100m Sprint,Recovery,121,High,4230,4,5185
24,Female,185.9,57.8,High Jump,Training,141,High,11353,12,3895
38,Male,187.5,46.5,Hammer,Competition,122,High,9806,17,3456
20,Female,186.2,101.0,Discus,Training,109,Low,7607,1,3483
37,Male,161.0,82.5,Shot Put,Training,109,High,10928,17,4178
30,Male,168.5,102.9,Javelin,Recovery,140,High,8598,2,5062
31,Male,171.1,83.8,Hammer,Recovery,79,Medium,11571,6,3171
33,Male,191.2,97.7,Hammer,Training,141,Medium,4197,12,4750
17,Male,167.5,72.9,Shot Put,Training,49,Medium,9576,11,2952
32,Male,164.5,93.7,400m Sprint,Competition,149,Low,11887,11,3669
21,Male,198.1,104.3,Long Jump,Competition,102,Low,13839,18,3800
23,Female,155.4,82.2,High Jump,Recovery,130,Low,13919,8,2572
34,Female,199.9,56.8,Discus,Competition,127,Medium,5412,7,3229
26,Female,185.5,62.5,Shot Put,Competition,130,High,4499,14,3841
19,Female,192.3,57.9,200m Sprint,Recovery,44,Medium,4909,16,2693
17,Female,168.3,61.0,Triple Jump,Competition,69,Low,7169,12,2250
25,Male,155.6,64.9,High Jump,Training,33,Medium,11094,9,2523
39,Male,188.2,81.1,800m Run,Competition,95,High,9821,20,4556
18,Female,192.5,83.2,200m Sprint,Recovery,103,Low,3262,16,2885
19,Male,188.3,72.7,Triple Jump,Training,106,High,9218,19,4228
15,Female,161.4,85.0,Javelin,Competition,49,High,2989,16,3472
32,Female,188.9,50.3,1500m Run,Training,77,Low,13308,9,2158
26,Male,189.6,50.7,Long Jump,Training,113,High,7654,13,3300
27,Male,184.6,56.2,Javelin,Competition,60,Medium,2224,5,2868
23,Male,189.5,78.7,High Jump,Competition,113,High,5376,19,4782
16,Female,193.1,58.9,Discus,Recovery,76,High,2920,10,3295
19,Male,182.6,63.4,100m Sprint,Recovery,83,High,7701,7,3433
27,Female,159.0,71.0,Triple Jump,Training,117,Medium,14812,9,2961
30,Female,176.9,97.8,800m Run,Recovery,35,High,6541,14,3508
30,Female,158.5,45.9,Shot Put,Training,107,High,5615,15,2603
38,Male,173.3,87.2,100m Sprint,Training,97,Medium,4315,13,3597
17,Male,173.3,88.5,Javelin,Recovery,109,Low,6100,10,2969
36,Female,158.0,96.9,200m Sprint,Recovery,91,Low,12460,14,2633
18,Male,170.7,105.6,Long Jump,Recovery,33,Low,2783,12,2869
25,Male,160.0,46.3,Javelin,Competition,50,High,9605,19,2595
37,Male,191.4,55.0,Discus,Training,85,Low,12789,6,2410
40,Female,197.6,102.6,Javelin,Training,131,Medium,11840,12,4092
28,Female,158.3,74.8,100m Sprint,Training,87,High,14100,13,3406
17,Male,198.0,81.7,800m Run,Recovery,74,High,2808,8,4171
30,Female,178.5,88.1,Triple Jump,Recovery,142,High,3331,16,4510
36,Male,168.5,89.1,Discus,Recovery,44,Low,2178,2,2656
